Date,Open,High,Low,Close,Adj Close,Volume
1998-11-30,2.921875,2.929688,2.875000,2.882813,2.303765,13601600
1998-12-01,2.941406,3.140625,2.941406,3.128906,2.500427,43329600
1998-12-02,3.125000,3.128906,2.976563,3.058594,2.444238,16163200
1998-12-03,3.039063,3.062500,2.992188,3.050781,2.437995,10724800
1998-12-04,3.054688,3.109375,3.023438,3.058594,2.444238,7755200
1998-12-07,3.031250,3.117188,3.031250,3.113281,2.487941,7086400
1998-12-08,3.093750,3.207031,3.093750,3.109375,2.484819,13790400
1998-12-09,3.148438,3.210938,3.132813,3.187500,2.547252,15718400
1998-12-10,3.179688,3.214844,2.976563,3.011719,2.406780,14448000
1998-12-11,3.000000,3.156250,2.953125,3.136719,2.506671,22536000
1998-12-14,3.121094,3.191406,3.074219,3.093750,2.472333,15017600
1998-12-15,3.140625,3.214844,3.109375,3.199219,2.556617,12180800
1998-12-16,3.222656,3.265625,3.117188,3.125000,2.497306,15052800
1998-12-17,3.156250,3.210938,3.117188,3.203125,2.559738,15043200
1998-12-18,3.210938,3.417969,3.203125,3.335938,2.665874,29755200
1998-12-21,3.332031,3.343750,3.191406,3.296875,2.634659,29259200
1998-12-22,3.277344,3.277344,3.156250,3.183594,2.544131,12014400
1998-12-23,3.187500,3.265625,3.164063,3.203125,2.559738,16035200
1998-12-24,3.218750,3.304688,3.195313,3.273438,2.615929,6456000
1998-12-28,3.289063,3.312500,3.171875,3.207031,2.562860,9188800
1998-12-29,3.210938,3.304688,3.156250,3.296875,2.634659,10100800
1998-12-30,3.304688,3.437500,3.281250,3.414063,2.728307,17478400
1998-12-31,3.437500,3.515625,3.328125,3.507813,2.803226,14211200
1999-01-04,3.476563,3.500000,3.296875,3.367188,2.690848,23494400
1999-01-05,2.945313,3.265625,2.929688,3.250000,2.597199,96963200
1999-01-06,3.261719,3.296875,3.171875,3.222656,2.575347,35070400
1999-01-07,3.175781,3.273438,3.171875,3.234375,2.584712,26440000
1999-01-08,3.250000,3.320313,3.230469,3.304688,2.640902,20854400
1999-01-11,3.308594,3.363281,3.273438,3.312500,2.647144,15356800
1999-01-12,3.324219,3.367188,3.320313,3.324219,2.656509,18153600
1999-01-13,3.250000,3.328125,3.148438,3.294922,2.633096,16988800
1999-01-14,3.312500,3.337891,3.281250,3.296875,2.634659,15555200
1999-01-15,3.289063,3.289063,3.234375,3.281250,2.622171,22312000
1999-01-19,3.289063,3.375000,3.285156,3.375000,2.697090,7688000
1999-01-20,3.382813,3.468750,3.378906,3.417969,2.731429,16760000
1999-01-21,3.382813,3.394531,3.203125,3.296875,2.634659,27803200
1999-01-22,3.171875,3.257813,3.117188,3.128906,2.500427,28356800
1999-01-25,3.156250,3.171875,3.082031,3.128906,2.500427,17524800
1999-01-26,3.132813,3.187500,3.125000,3.179688,2.541009,21974400
1999-01-27,3.179688,3.187500,3.015625,3.054688,2.441117,15136000
1999-01-28,3.089844,3.109375,3.039063,3.058594,2.444238,16852800
1999-01-29,3.164063,3.312500,3.148438,3.253906,2.600319,34308800
1999-02-01,3.257813,3.351563,3.187500,3.203125,2.559738,12076800
1999-02-02,3.187500,3.210938,3.109375,3.136719,2.506671,12636800
1999-02-03,3.128906,3.250000,3.125000,3.246094,2.594077,8438400
1999-02-04,3.246094,3.246094,3.144531,3.183594,2.544131,11729600
1999-02-05,3.171875,3.187500,3.105469,3.117188,2.491064,19564800
1999-02-08,3.164063,3.171875,3.074219,3.128906,2.500427,8083200
1999-02-09,3.109375,3.128906,3.050781,3.050781,2.437995,16376000
1999-02-10,3.050781,3.050781,2.960938,3.000000,2.397413,40486400
1999-02-11,3.007813,3.109375,2.984375,3.109375,2.484819,29926400
1999-02-12,3.097656,3.109375,2.988281,3.001953,2.398975,18110400
1999-02-16,3.023438,3.093750,2.960938,3.000000,2.397413,13145600
1999-02-17,2.972656,3.023438,2.906250,2.910156,2.325616,17776000
1999-02-18,2.949219,2.968750,2.898438,2.933594,2.344346,14284800
1999-02-19,2.921875,3.035156,2.921875,3.023438,2.416144,15006400
1999-02-22,3.031250,3.121094,3.015625,3.117188,2.491064,15028800
1999-02-23,3.207031,3.359375,3.207031,3.273438,2.615929,30713600
1999-02-24,3.304688,3.386719,3.234375,3.250000,2.597199,18193600
1999-02-25,3.265625,3.265625,3.179688,3.207031,2.562860,9166400
1999-02-26,3.265625,3.343750,3.226563,3.304688,2.640902,14676800
1999-03-01,3.335938,3.386719,3.257813,3.367188,2.690848,15041600
1999-03-02,3.406250,3.496094,3.371094,3.421875,2.734551,19166400
1999-03-03,3.425781,3.429688,3.375000,3.414063,2.728307,19091200
1999-03-04,3.441406,3.570313,3.429688,3.535156,2.825078,23411200
1999-03-05,3.562500,3.695313,3.550781,3.671875,2.934334,26649600
1999-03-08,3.687500,3.812500,3.679688,3.804688,3.040471,26894400
1999-03-09,3.796875,3.800781,3.703125,3.738281,2.987402,24675200
1999-03-10,3.750000,3.839844,3.742188,3.835938,3.065443,12192000
1999-03-11,3.828125,3.984375,3.812500,3.828125,3.059200,25968000
1999-03-12,3.843750,3.867188,3.750000,3.753906,2.999888,12118400
1999-03-15,3.773438,3.804688,3.773438,3.792969,3.031106,12128000
1999-03-16,3.789063,3.816406,3.746094,3.796875,3.034227,11544000
1999-03-17,3.789063,3.832031,3.765625,3.789063,3.027984,10096000
1999-03-18,3.792969,3.882813,3.703125,3.785156,3.024862,18270400
1999-03-19,3.789063,3.792969,3.492188,3.503906,2.800105,28771200
1999-03-22,3.656250,3.750000,3.539063,3.710938,2.965550,24524000
1999-03-23,3.742188,3.796875,3.484375,3.578125,2.859415,18824000
1999-03-24,3.656250,3.664063,3.578125,3.632813,2.903118,15429600
1999-03-25,3.679688,3.734375,3.546875,3.640625,2.909361,10064000
1999-03-26,3.625000,3.640625,3.546875,3.546875,2.834442,6832000
1999-03-29,3.609375,3.671875,3.539063,3.671875,2.934334,8909600
1999-03-30,3.632813,3.632813,3.515625,3.531250,2.821956,9441600
1999-03-31,3.562500,3.718750,3.500000,3.507813,2.803226,18714400
1999-04-01,3.531250,3.703125,3.531250,3.703125,2.959309,7161600
1999-04-05,3.859375,3.898438,3.750000,3.851563,3.077930,16403200
1999-04-06,3.914063,4.117188,3.843750,3.843750,3.071686,29261600
1999-04-07,3.968750,3.984375,3.796875,3.875000,3.096660,8476800
1999-04-08,3.921875,4.000000,3.851563,3.984375,3.184066,8056000
1999-04-09,3.984375,4.054688,3.921875,4.046875,3.234011,7380800
1999-04-12,4.039063,4.078125,3.968750,4.054688,3.240255,6402400
1999-04-13,4.039063,4.117188,3.937500,4.000000,3.196552,10123200
1999-04-14,4.000000,4.140625,3.937500,3.937500,3.146606,10735200
1999-04-15,3.953125,4.078125,3.828125,4.070313,3.252742,14785600
1999-04-16,4.109375,4.109375,3.968750,3.992188,3.190309,7113600
1999-04-19,4.015625,4.140625,3.671875,3.695313,2.953065,12666400
1999-04-20,3.718750,3.906250,3.703125,3.851563,3.077930,7928800
1999-04-21,3.851563,3.906250,3.757813,3.898438,3.115390,11359200
1999-04-22,3.906250,4.101563,3.851563,4.093750,3.271472,16088800
1999-04-23,4.085938,4.125000,3.914063,4.000000,3.196552,17809600
1999-04-26,4.062500,4.484375,4.046875,4.289063,3.427553,26715200
1999-04-27,4.375000,4.875000,4.359375,4.875000,3.895797,27495200
1999-04-28,4.828125,4.828125,4.500000,4.554688,3.639824,26146400
1999-04-29,4.562500,4.640625,4.375000,4.492188,3.589879,11984000
1999-04-30,4.523438,4.804688,4.515625,4.617188,3.689770,10103200
1999-05-03,4.687500,4.820313,4.593750,4.687500,3.745959,7812000
1999-05-04,4.695313,4.789063,4.531250,4.546875,3.633579,11261600
1999-05-05,4.570313,4.703125,4.484375,4.687500,3.745959,10820800
1999-05-06,4.648438,4.671875,4.390625,4.406250,3.521202,9362400
1999-05-07,4.375000,4.390625,4.195313,4.328125,3.458769,10745600
1999-05-10,4.375000,4.718750,4.335938,4.632813,3.702257,11226400
1999-05-11,4.632813,5.000000,4.523438,4.835938,3.864582,26283200
1999-05-12,5.000000,5.125000,4.820313,4.968750,3.970716,39282400
1999-05-13,4.976563,5.015625,4.796875,4.835938,3.864582,10488800
1999-05-14,4.812500,4.882813,4.718750,4.820313,3.852095,8193600
1999-05-17,4.812500,4.953125,4.640625,4.937500,3.945743,10332000
1999-05-18,4.960938,4.960938,4.523438,4.585938,3.664797,19064000
1999-05-19,4.640625,4.812500,4.531250,4.632813,3.702257,11213600
1999-05-20,4.656250,4.812500,4.531250,4.531250,3.621093,8612800
1999-05-21,4.585938,4.796875,4.546875,4.570313,3.652310,8586400
1999-05-24,4.609375,4.656250,4.281250,4.312500,3.446282,13877600
1999-05-25,4.328125,4.531250,4.218750,4.226563,3.377606,14268800
1999-05-26,4.414063,4.554688,4.296875,4.554688,3.639824,11893600
1999-05-27,4.554688,4.609375,4.375000,4.460938,3.564905,10431200
1999-05-28,4.585938,4.726563,4.500000,4.609375,3.683528,13229600
1999-06-01,4.609375,4.625000,4.375000,4.390625,3.508714,8648000
1999-06-02,4.406250,4.718750,4.398438,4.718750,3.770931,9433600
1999-06-03,4.687500,4.687500,4.437500,4.492188,3.589879,16194400
1999-06-04,4.500000,4.562500,4.421875,4.500000,3.596120,9064800
1999-06-07,4.515625,4.601563,4.414063,4.519531,3.611729,6792800
1999-06-08,4.531250,4.570313,4.312500,4.414063,3.527445,13900800
1999-06-09,4.453125,4.484375,4.203125,4.351563,3.477499,17744000
1999-06-10,4.343750,4.500000,4.312500,4.429688,3.539931,15331200
1999-06-11,4.437500,4.546875,4.359375,4.375000,3.496227,9403200
1999-06-14,4.414063,4.500000,4.367188,4.390625,3.508714,7445600
1999-06-15,4.375000,4.609375,4.359375,4.585938,3.664797,11410400
1999-06-16,4.609375,4.703125,4.429688,4.671875,3.733472,14435200
1999-06-17,4.632813,4.773438,4.546875,4.640625,3.708498,16051200
1999-06-18,4.609375,4.640625,4.562500,4.617188,3.689770,11896000
1999-06-21,4.617188,4.812500,4.609375,4.812500,3.845852,10937600
1999-06-22,4.757813,4.812500,4.515625,4.515625,3.608608,8696000
1999-06-23,4.554688,4.734375,4.515625,4.726563,3.777175,13156800
1999-06-24,4.734375,4.757813,4.578125,4.593750,3.671039,13847200
1999-06-25,4.593750,4.625000,4.359375,4.437500,3.546175,14160000
1999-06-28,4.468750,4.492188,4.179688,4.265625,3.408823,28239200
1999-06-29,4.296875,4.539063,4.242188,4.539063,3.627337,19162400
1999-06-30,4.531250,4.718750,4.437500,4.695313,3.752203,21953600
1999-07-01,3.033203,3.375000,2.929688,3.367188,2.690848,585508800
1999-07-02,3.367188,3.546875,3.367188,3.445313,2.753281,139668800
1999-07-06,3.484375,3.500000,3.312500,3.320313,2.653388,55061600
1999-07-07,3.265625,3.265625,3.101563,3.125000,2.497306,83711200
1999-07-08,3.132813,3.140625,3.046875,3.078125,2.459846,43104000
1999-07-09,3.078125,3.244141,3.070313,3.132813,2.503550,32493600
1999-07-12,3.203125,3.203125,3.132813,3.140625,2.509792,20899200
1999-07-13,3.156250,3.226563,3.125000,3.203125,2.559738,20240800
1999-07-14,3.218750,3.320313,3.148438,3.312500,2.647144,22616800
1999-07-15,3.359375,3.406250,3.203125,3.230469,2.581591,23366400
1999-07-16,3.281250,3.335938,3.156250,3.171875,2.534766,19428800
1999-07-19,3.218750,3.218750,3.109375,3.125000,2.497306,25786400
1999-07-20,3.125000,3.179688,3.078125,3.109375,2.484819,17020800
1999-07-21,3.125000,3.164063,3.093750,3.156250,2.522279,20839200
1999-07-22,3.148438,3.156250,2.976563,2.992188,2.391171,29379200
1999-07-23,3.125000,3.250000,3.109375,3.234375,2.584712,39912000
1999-07-26,3.226563,3.234375,3.078125,3.101563,2.478576,17649600
1999-07-27,3.132813,3.148438,3.062500,3.117188,2.491064,19068000
1999-07-28,3.109375,3.125000,3.046875,3.070313,2.453603,9980000
1999-07-29,3.062500,3.062500,2.968750,3.000000,2.397413,12874400
1999-07-30,3.062500,3.156250,2.898438,2.906250,2.322494,23625600
1999-08-02,2.937500,2.953125,2.867188,2.867188,2.291280,17553600
1999-08-03,2.898438,2.921875,2.804688,2.828125,2.260062,13664000
1999-08-04,2.843750,2.843750,2.726563,2.734375,2.185143,17761600
1999-08-05,2.750000,2.765625,2.671875,2.757813,2.203873,16357600
1999-08-06,2.757813,2.757813,2.617188,2.640625,2.110224,25339200
1999-08-09,2.703125,2.703125,2.593750,2.601563,2.079007,16416000
1999-08-10,2.601563,2.632813,2.484375,2.507813,2.004089,29923200
1999-08-11,2.570313,2.695313,2.531250,2.695313,2.153926,36143200
1999-08-12,2.742188,2.765625,2.570313,2.570313,2.054035,25706400
1999-08-13,2.617188,2.656250,2.507813,2.585938,2.066521,25072000
1999-08-16,2.640625,2.648438,2.531250,2.609375,2.085251,14850400
1999-08-17,2.625000,2.632813,2.507813,2.554688,2.041548,31247200
1999-08-18,2.601563,2.664063,2.523438,2.578125,2.060277,22511200
1999-08-19,2.585938,2.617188,2.546875,2.562500,2.047791,11396000
1999-08-20,2.593750,2.609375,2.515625,2.562500,2.047791,12162400
1999-08-23,2.593750,2.687500,2.578125,2.687500,2.147683,17406400
1999-08-24,2.656250,2.796875,2.648438,2.718750,2.172657,34607200
1999-08-25,2.742188,2.742188,2.630859,2.695313,2.153926,19861600
1999-08-26,2.703125,2.750000,2.679688,2.718750,2.172657,12321600
1999-08-27,2.796875,3.031250,2.765625,2.968750,2.372440,52357600
1999-08-30,2.984375,2.992188,2.765625,2.765625,2.210116,15308800
1999-08-31,2.789063,2.875000,2.765625,2.859375,2.285035,16379200
1999-09-01,2.867188,2.921875,2.843750,2.882813,2.303765,12229600
1999-09-02,2.875000,2.875000,2.781250,2.781250,2.222602,10054400
1999-09-03,2.859375,2.906250,2.843750,2.906250,2.322494,13291200
1999-09-07,2.906250,2.953125,2.875000,2.875000,2.297521,10167200
1999-09-08,2.882813,2.890625,2.781250,2.781250,2.222602,8445600
1999-09-09,2.789063,2.812500,2.687500,2.750000,2.197629,15986400
1999-09-10,2.781250,2.781250,2.685547,2.734375,2.185143,14844800
1999-09-13,2.734375,2.796875,2.718750,2.750000,2.197629,8329600
1999-09-14,2.765625,2.859375,2.757813,2.835938,2.266306,9141600
1999-09-15,2.875000,2.875000,2.718750,2.730469,2.182022,12156000
1999-09-16,2.734375,2.742188,2.648438,2.671875,2.135196,9458400
1999-09-17,2.750000,2.859375,2.710938,2.750000,2.197629,17914400
1999-09-20,2.734375,2.734375,2.601563,2.632813,2.103981,20396000
1999-09-21,2.617188,2.640625,2.554688,2.562500,2.047791,19104800
1999-09-22,2.585938,2.765625,2.578125,2.625000,2.097737,29932000
1999-09-23,2.828125,2.992188,2.781250,2.875000,2.297521,54956800
1999-09-24,2.882813,2.992188,2.781250,2.984375,2.384927,27675200
1999-09-27,2.984375,2.992188,2.851563,2.921875,2.334981,15695200
1999-09-28,2.906250,3.296875,2.898438,3.250000,2.597199,61310400
1999-09-29,3.226563,3.320313,3.101563,3.117188,2.491064,31266400
1999-09-30,3.140625,3.187500,3.054688,3.097656,2.475455,12521600
1999-10-01,3.093750,3.093750,2.929688,2.996094,2.394292,19604000
1999-10-04,3.000000,3.015625,2.875000,2.906250,2.322494,21992000
1999-10-05,2.859375,2.914063,2.812500,2.820313,2.253819,19192800
1999-10-06,2.812500,3.000000,2.804688,3.000000,2.397413,31149600
1999-10-07,3.062500,3.070313,2.914063,2.945313,2.353712,22508000
1999-10-08,3.007813,3.046875,2.875000,3.015625,2.409901,24288000
1999-10-11,3.007813,3.031250,2.906250,2.980469,2.381806,8793600
1999-10-12,2.992188,3.000000,2.906250,2.914063,2.328739,11710400
1999-10-13,2.898438,2.960938,2.812500,2.824219,2.256942,14382400
1999-10-14,2.828125,2.859375,2.734375,2.828125,2.260062,13168000
1999-10-15,2.765625,2.828125,2.671875,2.750000,2.197629,14258400
1999-10-18,2.750000,2.781250,2.687500,2.695313,2.153926,12656800
1999-10-19,2.726563,2.750000,2.687500,2.718750,2.172657,12396000
1999-10-20,2.750000,2.867188,2.710938,2.820313,2.253819,19017600
1999-10-21,2.773438,2.937500,2.757813,2.937500,2.347468,19180000
1999-10-22,2.968750,3.054688,2.875000,2.921875,2.334981,20408800
1999-10-25,2.945313,3.025391,2.906250,2.976563,2.378684,15472800
1999-10-26,2.992188,3.062500,2.968750,3.054688,2.441117,20453600
1999-10-27,3.054688,3.156250,3.007813,3.109375,2.484819,26791200
1999-10-28,3.125000,3.257813,3.117188,3.250000,2.597199,30860000
1999-10-29,3.273438,3.453125,3.234375,3.398438,2.715820,50058400
1999-11-01,3.359375,3.515625,3.328125,3.382813,2.703335,27204000
1999-11-02,3.414063,3.500000,3.351563,3.382813,2.703335,20843200
1999-11-03,3.406250,3.429688,3.281250,3.328125,2.659631,22158400
1999-11-04,3.335938,3.375000,3.234375,3.320313,2.653388,22279200
1999-11-05,3.507813,3.671875,3.500000,3.593750,2.871902,45765600
1999-11-08,3.593750,3.648438,3.578125,3.617188,2.890632,22944800
1999-11-09,3.609375,3.695313,3.515625,3.632813,2.903118,17508000
1999-11-10,3.601563,3.656250,3.484375,3.539063,2.828200,10224800
1999-11-11,3.554688,3.625000,3.484375,3.539063,2.828200,11172000
1999-11-12,3.539063,3.585938,3.492188,3.531250,2.821956,15735200
1999-11-15,3.539063,3.539063,3.468750,3.523438,2.815712,13021600
1999-11-16,3.523438,3.554688,3.414063,3.546875,2.834442,18130400
1999-11-17,3.531250,3.632813,3.523438,3.609375,2.884388,14755200
1999-11-18,3.656250,3.820313,3.625000,3.765625,3.009253,33760000
1999-11-19,3.882813,3.882813,3.515625,3.546875,2.834442,32416000
1999-11-22,3.570313,3.593750,3.437500,3.468750,2.772010,12561600
1999-11-23,3.507813,3.515625,3.296875,3.375000,2.697090,25327200
1999-11-24,3.359375,3.437500,3.250000,3.437500,2.747036,15751200
1999-11-26,3.429688,3.437500,3.320313,3.343750,2.672117,4386400
1999-11-29,3.351563,3.406250,3.312500,3.335938,2.665874,15639200
1999-11-30,3.335938,3.406250,3.296875,3.320313,2.653388,12448000
1999-12-01,3.320313,3.390625,3.281250,3.320313,2.653388,11034400
1999-12-02,3.335938,3.476563,3.328125,3.460938,2.765767,20796000
1999-12-03,3.562500,3.640625,3.468750,3.476563,2.778254,22692000
1999-12-06,3.437500,3.554688,3.343750,3.367188,2.690848,13568800
1999-12-07,3.375000,3.421875,3.343750,3.382813,2.703335,11990400
1999-12-08,3.375000,3.382813,3.140625,3.226563,2.578469,17665600
1999-12-09,3.187500,3.218750,2.968750,3.007813,2.403657,32988800
1999-12-10,3.054688,3.195313,3.000000,3.164063,2.528523,21704800
1999-12-13,3.164063,3.312500,3.109375,3.164063,2.528523,15261600
1999-12-14,3.179688,3.203125,3.062500,3.093750,2.472333,18475200
1999-12-15,3.093750,3.164063,3.085938,3.156250,2.522279,9096800
1999-12-16,3.132813,3.171875,3.054688,3.156250,2.522279,15336800
1999-12-17,3.343750,3.375000,3.250000,3.265625,2.609684,25403200
1999-12-20,3.257813,3.320313,3.164063,3.250000,2.597199,10308000
1999-12-21,3.250000,3.328125,3.070313,3.210938,2.565983,18798400
1999-12-22,3.148438,3.234375,3.070313,3.187500,2.547252,15609600
1999-12-23,3.195313,3.250000,3.125000,3.156250,2.522279,9007200
1999-12-27,3.125000,3.203125,3.062500,3.109375,2.484819,10276800
1999-12-28,3.054688,3.156250,3.046875,3.148438,2.516036,10728000
1999-12-29,3.101563,3.117188,3.046875,3.085938,2.466090,9412800
1999-12-30,3.046875,3.101563,3.015625,3.015625,2.409901,12054400
1999-12-31,3.015625,3.101563,2.968750,3.031250,2.422387,13036800
2000-01-03,2.984375,3.085938,2.906250,3.082031,2.462967,24232000
2000-01-04,3.007813,3.109375,2.968750,2.984375,2.384927,21564800
2000-01-05,2.992188,3.078125,2.960938,3.023438,2.416144,28206400
2000-01-06,3.000000,3.203125,3.000000,3.132813,2.503550,30825600
2000-01-07,3.093750,3.125000,3.031250,3.117188,2.491064,26044800
2000-01-10,3.234375,3.343750,3.226563,3.250000,2.597199,29031200
2000-01-11,3.242188,3.257813,3.148438,3.156250,2.522279,19623200
2000-01-12,3.171875,3.218750,3.093750,3.164063,2.528523,17745600
2000-01-13,3.171875,3.406250,3.171875,3.390625,2.709577,21556000
2000-01-14,3.398438,3.445313,3.289063,3.304688,2.640902,22196800
2000-01-18,3.273438,3.328125,3.164063,3.257813,2.603441,10513600
2000-01-19,3.257813,3.328125,3.179688,3.187500,2.547252,15800800
2000-01-20,3.195313,3.218750,3.070313,3.132813,2.503550,18167200
2000-01-21,3.164063,3.171875,3.093750,3.121094,2.494185,11176000
2000-01-24,3.125000,3.195313,2.890625,3.070313,2.453603,31140000
2000-01-25,3.039063,3.375000,2.976563,3.250000,2.597199,47650400
2000-01-26,3.367188,3.671875,3.343750,3.625000,2.896875,75863200
2000-01-27,3.609375,3.640625,3.539063,3.609375,2.884388,37517600
2000-01-28,3.625000,3.773438,3.617188,3.726563,2.978037,60170400
2000-01-31,3.742188,4.000000,3.734375,4.000000,3.196552,51054400
2000-02-01,3.968750,4.046875,3.929688,4.039063,3.227769,30592000
2000-02-02,4.031250,4.062500,3.859375,3.976563,3.177823,20413600
2000-02-03,3.984375,4.000000,3.796875,3.929688,3.140363,20513600
2000-02-04,4.062500,4.343750,3.937500,4.296875,3.433795,51308800
2000-02-07,4.289063,4.312500,4.171875,4.281250,3.421309,19449600
2000-02-08,4.281250,4.375000,4.257813,4.375000,3.496227,21536000
2000-02-09,4.351563,4.359375,4.257813,4.312500,3.446282,17676000
2000-02-10,4.312500,4.335938,3.945313,4.000000,3.196552,24207200
2000-02-11,3.984375,4.187500,3.984375,4.109375,3.283958,19193600
2000-02-14,4.171875,4.351563,4.109375,4.242188,3.390094,20843200
2000-02-15,4.242188,4.359375,4.046875,4.328125,3.458769,16425600
2000-02-16,4.328125,4.335938,4.265625,4.273438,3.415066,16617600
2000-02-17,4.296875,4.343750,4.250000,4.328125,3.458769,11840800
2000-02-18,4.320313,4.375000,4.062500,4.140625,3.308929,17745600
2000-02-22,4.109375,4.210938,4.039063,4.148438,3.315175,13170400
2000-02-23,4.117188,4.382813,4.093750,4.359375,3.483741,18372800
2000-02-24,4.359375,4.523438,4.210938,4.382813,3.502472,24721600
2000-02-25,4.351563,4.375000,4.187500,4.218750,3.371363,9384000
2000-02-28,4.187500,4.265625,4.093750,4.257813,3.402579,13456000
2000-02-29,4.218750,4.429688,4.203125,4.390625,3.508714,13168000
2000-03-01,4.390625,4.476563,4.312500,4.343750,3.471256,10548000
2000-03-02,4.320313,4.320313,4.078125,4.156250,3.321417,13367200
2000-03-03,4.203125,4.718750,4.203125,4.648438,3.714745,28210400
2000-03-06,4.615234,4.617188,4.460938,4.484375,3.583633,11278400
2000-03-07,4.492188,4.515625,4.250000,4.265625,3.408823,12872000
2000-03-08,4.257813,4.343750,4.140625,4.234375,3.383850,15707200
2000-03-09,4.218750,4.531250,4.125000,4.515625,3.608608,13624800
2000-03-10,4.460938,4.500000,4.328125,4.453125,3.558662,9488000
2000-03-13,4.320313,4.437500,4.281250,4.343750,3.471256,14124800
2000-03-14,4.373047,4.429688,4.171875,4.179688,3.340147,9474400
2000-03-15,4.156250,4.492188,4.156250,4.398438,3.514959,14703200
2000-03-16,4.398438,4.867188,4.398438,4.796875,3.833364,35879200
2000-03-17,4.687500,4.773438,4.546875,4.632813,3.702257,19867200
2000-03-20,4.562500,4.593750,4.375000,4.398438,3.514959,10842400
2000-03-21,4.421875,4.878906,4.398438,4.875000,3.895797,21850400
2000-03-22,4.796875,4.976563,4.687500,4.890625,3.908284,24861600
2000-03-23,4.828125,5.000000,4.812500,4.921875,3.933259,18564800
2000-03-24,4.953125,5.000000,4.695313,4.828125,3.858337,13520000
2000-03-27,4.851563,5.054688,4.843750,4.890625,3.908284,17021600
2000-03-28,4.906250,4.984375,4.687500,4.742188,3.789663,9432000
2000-03-29,4.765625,5.000000,4.710938,4.960938,3.964473,12658400
2000-03-30,4.906250,5.210938,4.906250,4.968750,3.970716,25609600
2000-03-31,4.976563,5.656250,4.914063,5.601563,4.476422,36625600
2000-04-03,5.023438,5.281250,4.906250,5.179688,4.139283,35332000
2000-04-04,5.140625,5.437500,4.937500,5.429688,4.339070,39746400
2000-04-05,5.328125,5.328125,4.906250,4.945313,3.951988,25903200
2000-04-06,4.992188,5.031250,4.562500,4.695313,3.752203,19013600
2000-04-07,4.750000,5.015625,4.750000,5.007813,4.001932,18377600
2000-04-10,5.031250,5.039063,4.570313,4.578125,3.658552,13938400
2000-04-11,4.578125,4.875000,4.468750,4.742188,3.789663,10528000
2000-04-12,4.746094,4.820313,4.671875,4.703125,3.758446,11848800
2000-04-13,4.710938,5.015625,4.695313,4.978516,3.978521,27032000
2000-04-14,4.867188,4.875000,4.226563,4.398438,3.514959,20801600
2000-04-17,4.281250,4.570313,4.179688,4.515625,3.608608,19577600
2000-04-18,4.531250,4.703125,4.453125,4.679688,3.739715,12808800
2000-04-19,4.648438,4.867188,4.593750,4.656250,3.720986,16598400
2000-04-20,4.664063,4.750000,4.500000,4.679688,3.739715,8062400
2000-04-24,4.625000,5.078125,4.609375,4.992188,3.989446,15964000
2000-04-25,4.812500,4.921875,4.375000,4.773438,3.814635,29955200
2000-04-26,4.714844,4.726563,4.562500,4.640625,3.708498,18652000
2000-04-27,4.507813,4.640625,4.429688,4.632813,3.702257,22625600
2000-04-28,4.210938,4.257813,3.750000,3.779297,3.020180,131648000
2000-05-01,3.875000,3.914063,3.765625,3.867188,3.090417,59110400
2000-05-02,4.023438,4.187500,3.976563,3.992188,3.190309,32888000
2000-05-03,4.015625,4.015625,3.875000,3.976563,3.177823,19873600
2000-05-04,3.960938,4.234375,3.953125,4.179688,3.340147,24694400
2000-05-05,4.117188,4.218750,3.982422,4.210938,3.365120,17266400
2000-05-08,4.203125,4.203125,4.093750,4.125000,3.296443,13504800
2000-05-09,4.140625,4.187500,4.015625,4.171875,3.333903,12227200
2000-05-10,4.156250,4.203125,4.031250,4.070313,3.252742,10658400
2000-05-11,4.070313,4.187500,3.992188,4.156250,3.321417,10589600
2000-05-12,4.125000,4.140625,4.007813,4.070313,3.252742,6435200
2000-05-15,3.867188,4.078125,3.687500,4.062500,3.246498,32682400
2000-05-16,4.234375,4.250000,4.085938,4.156250,3.321417,18169600
2000-05-17,4.078125,4.218750,4.046875,4.054688,3.240255,12980000
2000-05-18,4.070313,4.093750,3.835938,3.835938,3.065443,7735200
2000-05-19,3.757813,3.843750,3.750000,3.765625,3.009253,10980000
2000-05-22,3.750000,3.750000,3.500000,3.734375,2.984280,15147200
2000-05-23,3.734375,3.804688,3.539063,3.539063,2.828200,11849600
2000-05-24,3.632813,3.906250,3.617188,3.875000,3.096660,20748000
2000-05-25,3.875000,3.984375,3.718750,3.734375,2.984280,10899200
2000-05-26,3.796875,3.875000,3.601563,3.640625,2.909361,7568000
2000-05-30,3.703125,4.132813,3.703125,4.132813,3.302686,15240800
2000-05-31,4.101563,4.375000,4.070313,4.250000,3.396337,25138400
2000-06-01,4.265625,4.367188,4.195313,4.312500,3.446282,14414400
2000-06-02,4.375000,4.613281,4.351563,4.601563,3.677285,18244800
2000-06-05,4.562500,4.781250,4.429688,4.453125,3.558662,15199200
2000-06-06,4.875000,4.937500,4.679688,4.687500,3.745959,80343200
2000-06-07,4.656250,4.671875,4.000000,4.320313,3.452526,295411200
2000-06-08,4.320313,4.462891,4.312500,4.414063,3.527445,40236000
2000-06-09,4.468750,4.562500,4.375000,4.468750,3.571149,12570400
2000-06-12,4.472656,4.476563,4.226563,4.234375,3.383850,16373600
2000-06-13,4.265625,4.601563,4.250000,4.492188,3.589879,13188800
